캠페인 이름,광고 세트 이름,광고 이름,연령,성,일,결과,도달수,노출,결과당 비용,지출 금액 (KRW),빈도,고유 링크 클릭,링크 클릭,랜딩 페이지 조회,랜딩 페이지 조회당 비용,CPC(링크 클릭당 비용),"CPM(1,000회 노출당 비용)",CTR(전체),페이지 참여,페이지 좋아요,게시물 댓글,게시물 참여,게시물 공감,게시물 저장,게시물 공유,사진 조회,고유 아웃바운드 클릭,보고 시작,보고 종료,광고 세트,광고 위치
6 (전체),6 (페이스북),6 - 1(페이스북 상세),45-54,female,2021-03-27,,54,55,,210.04790145985,1.0185185185185,,,,,,3819.05275382,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,페이스북
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),35-44,male,2021-03-27,,8,8,,23.0,1.0,,,,,,2875.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,인스타피드
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),35-44,female,2021-03-27,,16,16,,129.0,1.0,,,,,,8062.5,6.25,,,,,,,,,,2021-03-27,2021-03-27,6,인스타피드
8 - 남자 (전체),8 (인스타스토리),8 - 2(인스타스토리 상세),25-34,male,2021-03-27,1.0,11,11,116.0,116.0,1.0,1.0,1.0,1.0,116.0,116.0,10545.45454545,9.09090909,1.0,,,1.0,,,,,1.0,2021-03-27,2021-03-27,8,인스타스토리
6 (전체),6 (페이스북),6 - 1(페이스북 상세),35-44,male,2021-03-27,1.0,76,76,179.04083029197,179.04083029197,1.0,1.0,1.0,1.0,179.04083029,179.04083029,2355.80039858,1.31578947,1.0,,,1.0,,,,,1.0,2021-03-27,2021-03-27,6,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),25-34,female,2021-03-27,9.0,501,514,352.1914284266,3169.7228558394,1.0259481037924,9.0,9.0,8.0,396.21535698,352.19142843,6166.77598412,2.33463035,9.0,,,9.0,,,,,9.0,2021-03-27,2021-03-27,6,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),35-44,female,2021-03-27,,101,102,,427.09739963504,1.009900990099,,,,,,4187.22940819,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,페이스북
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),25-34,male,2021-03-27,,29,29,,147.0,1.0,,,,,,5068.96551724,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,인스타피드
6 (전체),6 (페이스북),6 - 1(페이스북 상세),25-34,male,2021-03-27,,90,93,,286.06523722628,1.0333333333333,,,,,,3075.97029276,1.07526882,,,,,,,,,,2021-03-27,2021-03-27,6,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),45-54,male,2021-03-27,,58,64,,103.02349452555,1.1034482758621,,,,,,1609.74210196,0.0,,,,,,,,,,2021-03-27,2021-03-27,6,페이스북
7 (전체),7 (인스타스토리),7 - 2(인스타스토리 상세),45-54,female,2021-03-27,,2,2,,5.0,1.0,,,,,,2500.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,7,인스타스토리
7 (전체),7 (페이스북),7 - 2(페이스북 상세),45-54,male,2021-03-27,,16,17,,130.0,1.0625,,,,,,7647.05882353,0.0,,,,,,,,,,2021-03-27,2021-03-27,7,페이스북
7 (전체),7 (인스타스토리),7 - 2(인스타스토리 상세),25-34,female,2021-03-27,,2,2,,9.0,1.0,,,,,,4500.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,7,인스타스토리
7 (전체),7 (페이스북),7 - 1(페이스북 상세),45-54,unknown,2021-03-27,,1,1,,4.0,1.0,,,,,,4000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,7,페이스북
8 - 여자 (전체),8 (인스타피드),8 - 1(인스타피드 상세),35-44,female,2021-03-27,1.0,20,20,245.0,245.0,1.0,1.0,1.0,1.0,245.0,245.0,12250.0,5.0,1.0,,,1.0,,,,,1.0,2021-03-27,2021-03-27,8,인스타피드
8 - 여자 (전체),8 (인스타피드),8 - 1(인스타피드 상세),25-34,female,2021-03-27,33.0,861,866,255.69696969697,8438.0,1.0058072009292,31.0,33.0,28.0,301.35714286,255.6969697,9743.64896074,4.15704388,37.0,,,37.0,2.0,2.0,,,31.0,2021-03-27,2021-03-27,8,인스타피드
7 (전체),7 (인스타스토리),7 - 1(인스타스토리 상세),25-34,unknown,2021-03-27,,1,1,,3.0,1.0,,,,,,3000.0,0.0,,,,,,,,,,2021-03-27,2021-03-27,7,인스타스토리
