,Season,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
9594,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"BULDAKOV, Igor",URS,Men,Coxless Pair (2-),Silver,Soviet Union
9595,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"IVANOV, Viktor",URS,Men,Coxless Pair (2-),Silver,Soviet Union
9596,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"RILEY, Murray Stewart",AUS,Men,Double Sculls (2X),Bronze,Australia
9597,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"WOOD, Merwyn Thomas",AUS,Men,Double Sculls (2X),Bronze,Australia
9598,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"BERKUTOV, Aleksandr",URS,Men,Double Sculls (2X),Gold,Soviet Union
9599,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"TYUKALOV, Yuri",URS,Men,Double Sculls (2X),Gold,Soviet Union
9600,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"COSTELLO, Bernard Patrick Jr.",USA,Men,Double Sculls (2X),Silver,United States
9601,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"GARDINER, James Arthur",USA,Men,Double Sculls (2X),Silver,United States
9602,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"AIKMAN, Michael Hirst",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9603,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"BENFIELD, Angus Fred",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9604,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"BOYKETT, David Herbert",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9605,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"DOYLE, Brian John",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9606,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"HEWITT, Harold Neil",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9607,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"HOWDEN, James Guthrie",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9608,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"HOWELL, Walter Neville",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9609,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MANTON, Garth O.V.",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9610,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MONGER, Adrian Calero",AUS,Men,Eight With Coxswain (8+),Bronze,Australia
9611,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"BECKLEAN, William Russell",USA,Men,Eight With Coxswain (8+),Gold,United States
9612,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"BEER, Donald Andrew E.",USA,Men,Eight With Coxswain (8+),Gold,United States
9613,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"CHARLTON, Thomas Jackson Jr.",USA,Men,Eight With Coxswain (8+),Gold,United States
9614,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"COOKE, John Patrick",USA,Men,Eight With Coxswain (8+),Gold,United States
9615,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"ESSELSTYN, Caldwell Blackman",USA,Men,Eight With Coxswain (8+),Gold,United States
9616,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"GRIMES, Charles Livingston",USA,Men,Eight With Coxswain (8+),Gold,United States
9617,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MOREY, Robert Willis Jr.",USA,Men,Eight With Coxswain (8+),Gold,United States
9618,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"WAILES, Richard Donald",USA,Men,Eight With Coxswain (8+),Gold,United States
9619,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"WIGHT, David Henry",USA,Men,Eight With Coxswain (8+),Gold,United States
9620,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"HELLIWELL, David Leedom",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9621,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"KUEBER, Philip Thomas",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9622,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MCCLURE, Richard Neil",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9623,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MCDONALD, Douglas John",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9624,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MCKERLICH, William Arthur M.",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9625,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"OGAWA, Carlton Susumi",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9626,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"PRETTY, Donald Wayne",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9627,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"WEST, Lawrence Kingsley",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9628,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"WILSON, Robert Andrew",CAN,Men,Eight With Coxswain (8+),Silver,Canada
9629,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"DELACOUR, Yves",FRA,Men,Four Without Coxswain (4-),Bronze,France
9630,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"GUILLABERT, Guy",FRA,Men,Four Without Coxswain (4-),Bronze,France
9631,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"GUISSART, Rene Jacques",FRA,Men,Four Without Coxswain (4-),Bronze,France
9632,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MERCIER, Gaston Antoine",FRA,Men,Four Without Coxswain (4-),Bronze,France
9633,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"ARNOLD, Donald John",CAN,Men,Four Without Coxswain (4-),Gold,Canada
9634,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"D'HONDT, Ignace Walter",CAN,Men,Four Without Coxswain (4-),Gold,Canada
9635,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"LOOMER, Lorne Kenneth",CAN,Men,Four Without Coxswain (4-),Gold,Canada
9636,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MCKINNON, Archibald",CAN,Men,Four Without Coxswain (4-),Gold,Canada
9637,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MCINTOSH, James Stewart",USA,Men,Four Without Coxswain (4-),Silver,United States
9638,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MCKINLEY, Arthur Frank",USA,Men,Four Without Coxswain (4-),Silver,United States
9639,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MCKINLEY, John Dickinson",USA,Men,Four Without Coxswain (4-),Silver,United States
9640,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"WELCHLI, John Richard",USA,Men,Four Without Coxswain (4-),Silver,United States
9641,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"HÄNNINEN, Kauko Antero",FIN,Men,Four-Oared Shell With Coxswain (4-),Bronze,Finland
9642,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"LEHTELÄ, Veli Veikko",FIN,Men,Four-Oared Shell With Coxswain (4-),Bronze,Finland
9643,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"NIEMI, Matti Juhani",FIN,Men,Four-Oared Shell With Coxswain (4-),Bronze,Finland
9644,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"PITKÄNEN, Toimi Johannes",FIN,Men,Four-Oared Shell With Coxswain (4-),Bronze,Finland
9645,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"POUTANEN, Reino Richard",FIN,Men,Four-Oared Shell With Coxswain (4-),Bronze,Finland
9646,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"SGHEIZ, Romano",ITA,Men,Four-Oared Shell With Coxswain (4-),Gold,Italy
9647,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"STEFANONI, Ivo",ITA,Men,Four-Oared Shell With Coxswain (4-),Gold,Italy
9648,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"TRINCAVELLI, Franco",ITA,Men,Four-Oared Shell With Coxswain (4-),Gold,Italy
9649,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"VANZIN, Angelo",ITA,Men,Four-Oared Shell With Coxswain (4-),Gold,Italy
9650,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"WINKLER, Alberto",ITA,Men,Four-Oared Shell With Coxswain (4-),Gold,Italy
9651,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"ARONSSON, Ivar",SWE,Men,Four-Oared Shell With Coxswain (4-),Silver,Sweden
9652,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"ERIKSSON, Gösta",SWE,Men,Four-Oared Shell With Coxswain (4-),Silver,Sweden
9653,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"GÖRANSSON, Bertil",SWE,Men,Four-Oared Shell With Coxswain (4-),Silver,Sweden
9654,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"GUNNARSSON, Evert",SWE,Men,Four-Oared Shell With Coxswain (4-),Silver,Sweden
9655,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"LARSSON, Olle",SWE,Men,Four-Oared Shell With Coxswain (4-),Silver,Sweden
9656,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"EMCHUK, Igor",URS,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Soviet Union
9657,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"PETROV, Vladimir",URS,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Soviet Union
9658,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"ZHILIN, Georgi",URS,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Soviet Union
9659,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"AYRAULT, Arthur Delancey Jr.",USA,Men,Pair-Oared Shell With Coxswain (2+),Gold,United States
9660,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"FINDLAY, Conrad Francis",USA,Men,Pair-Oared Shell With Coxswain (2+),Gold,United States
9661,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"SEIFFERT, Armin Kurt",USA,Men,Pair-Oared Shell With Coxswain (2+),Gold,United States
9662,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"ARNDT, Horst",EUA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Unified Team of Germany
9663,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"BORKOWSKY, Rainer",EUA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Unified Team of Germany
9664,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"VON GRODDECK, Karl-Heinrich",EUA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Unified Team of Germany
9665,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"KELLY, John Brenden Jr.",USA,Men,Single Sculls (1X),Bronze,United States
9666,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"IVANOV, Vyacheslav",URS,Men,Single Sculls (1X),Gold,Soviet Union
9667,summer,1956,Melbourne / Stockholm,Rowing,Rowing,"MACKENZIE, Stuart A.",AUS,Men,Single Sculls (1X),Silver,Australia
9668,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"BUXTON, Douglas Raymond",AUS,Men,5.5M,Bronze,Australia
9669,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"MYTTON, Devereaux R.",AUS,Men,5.5M,Bronze,Australia
9670,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"STURROCK, Alexander Stuart",AUS,Men,5.5M,Bronze,Australia
9671,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"KARLSSON, Hjalmar",SWE,Men,5.5M,Gold,Sweden
9672,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"STORK, Sture",SWE,Men,5.5M,Gold,Sweden
9673,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"THÖRN, Lars",SWE,Men,5.5M,Gold,Sweden
9674,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"BOWKER, David Graham",GBR,Men,5.5M,Silver,United Kingdom
9675,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"DILLON, John Desmond",GBR,Men,5.5M,Silver,United Kingdom
9676,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"KENNEDY-COCHRAN-PATRICK, Neil Aylmer",GBR,Men,5.5M,Silver,United Kingdom
9677,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"PERRY, Robert Stanley Gr.",GBR,Men,5.5M,Silver,United Kingdom
9678,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"BACKUS, Ronald",GBR,Men,Dragon,Bronze,United Kingdom
9679,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"JANSON, Jonathan",GBR,Men,Dragon,Bronze,United Kingdom
9680,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"MANN, Graham Hargrave",GBR,Men,Dragon,Bronze,United Kingdom
9681,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"BOHLIN, Folke",SWE,Men,Dragon,Gold,Sweden
9682,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"PALMQUIST, Bengt",SWE,Men,Dragon,Gold,Sweden
9683,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"WIKSTRÖM, Leif",SWE,Men,Dragon,Gold,Sweden
9684,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"ANDRESEN, Cyril Romain",DEN,Men,Dragon,Silver,Denmark
9685,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"BERNTSEN, Ole Valdemar Henrik",DEN,Men,Dragon,Silver,Denmark
9686,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"VON BÜLOW, Christian Robert",DEN,Men,Dragon,Silver,Denmark
9687,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"BLACKALL, Jasper Roy",GBR,Men,Sharpie 12M2,Bronze,United Kingdom
9688,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"SMITH, Terence James George",GBR,Men,Sharpie 12M2,Bronze,United Kingdom
9689,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"CROPP, John Urquhart",NZL,Men,Sharpie 12M2,Gold,New Zealand
9690,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"MANDER, Peter Garth",NZL,Men,Sharpie 12M2,Gold,New Zealand
9691,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"SCOTT, John Malcolm",AUS,Men,Sharpie 12M2,Silver,Australia
9692,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"TASKER, Rolland Leslie",AUS,Men,Sharpie 12M2,Silver,Australia
9693,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"MARVIN, John",USA,Men,Single-Handed Dinghy (Finn),Bronze,United States
9694,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"ELVSTROM, Paul",DEN,Men,Single-Handed Dinghy (Finn),Gold,Denmark
9695,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"NELIS, Andre",BEL,Men,Single-Handed Dinghy (Finn),Silver,Belgium
9696,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"FARRINGTON, Sloane Elmo",BAH,Men,Two-Person Keelboat Open (Star),Bronze,Bahamas
9697,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"KNOWLES, Durward Randolph",BAH,Men,Two-Person Keelboat Open (Star),Bronze,Bahamas
9698,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"LOW, Lawrence Edgar",USA,Men,Two-Person Keelboat Open (Star),Gold,United States
9699,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"WILLIAMS, Herbert Philip",USA,Men,Two-Person Keelboat Open (Star),Gold,United States
9700,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"RODE, Nicolo",ITA,Men,Two-Person Keelboat Open (Star),Silver,Italy
9701,summer,1956,Melbourne / Stockholm,Sailing,Sailing,"STRAULINO, Agostino",ITA,Men,Two-Person Keelboat Open (Star),Silver,Italy
9702,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"SEVRYUGIN, Vladimir",URS,Men,"100M Running Deer, Single/Double Shots",Bronze,Soviet Union
9703,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"ROMANENKO, Vitali",URS,Men,"100M Running Deer, Single/Double Shots",Gold,Soviet Union
9704,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"SKÖLDBERG, Olof",SWE,Men,"100M Running Deer, Single/Double Shots",Silver,Sweden
9705,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"LICHIARDOPOL, Gheorghe",ROU,Men,25M Rapid Fire Pistol (60 Shots),Bronze,Romania
9706,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"PETRESCU, Stefan",ROU,Men,25M Rapid Fire Pistol (60 Shots),Gold,Romania
9707,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"CHERKASOV, Yevgeni",URS,Men,25M Rapid Fire Pistol (60 Shots),Silver,Soviet Union
9708,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"YLÖNEN, Vilho Ilmari",FIN,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze,Finland
9709,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"BORISOV, Vasili",URS,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold,Soviet Union
9710,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"ERDMAN, Allan",URS,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver,Soviet Union
9711,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"PINION, Offutt",USA,Men,50M Pistol (60 Shots),Bronze,United States
9712,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"LINNOSVUO, Pentti Tapio Akseli",FIN,Men,50M Pistol (60 Shots),Gold,Finland
9713,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"UMAROV, Makhmud",URS,Men,50M Pistol (60 Shots),Silver,Soviet Union
9714,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"SUNDBERG, Johan (John)",SWE,Men,50M Rifle 3 Positions (3X40 Shots),Bronze,Sweden
9715,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"BOGDANOV, Anatoli",URS,Men,50M Rifle 3 Positions (3X40 Shots),Gold,Soviet Union
9716,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"HORINEK, Otakar",TCH,Men,50M Rifle 3 Positions (3X40 Shots),Silver,Czechoslovakia
9717,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"BOA, Gilmore Stuart",CAN,Men,50M Rifle Prone (60 Shots),Bronze,Canada
9718,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"OUELLETTE, Gerald Raymond",CAN,Men,50M Rifle Prone (60 Shots),Gold,Canada
9719,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"BORISOV, Vasili",URS,Men,50M Rifle Prone (60 Shots),Silver,Soviet Union
9720,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"CICERI, Alessandro",ITA,Men,Trap (125 Targets),Bronze,Italy
9721,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"ROSSINI, Galliano",ITA,Men,Trap (125 Targets),Gold,Italy
9722,summer,1956,Melbourne / Stockholm,Shooting,Shooting,"SMELCZYNSKI, Adam",POL,Men,Trap (125 Targets),Silver,Poland
9723,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"NAMDJOU, Mahmoud",IRI,Men,"- 56KG, Total (Bantamweight)",Bronze,Iran
9724,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"VINCI, Charles Thomas Jr.",USA,Men,"- 56KG, Total (Bantamweight)",Gold,United States
9725,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"STOGOV, Vladimir",URS,Men,"- 56KG, Total (Bantamweight)",Silver,Soviet Union
9726,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"PIGAIANI, Alberto",ITA,Men,"+ 90KG, Total (Heavyweight)",Bronze,Italy
9727,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"ANDERSON, Paul Edward",USA,Men,"+ 90KG, Total (Heavyweight)",Gold,United States
9728,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"SELVETTI, Humberto",ARG,Men,"+ 90KG, Total (Heavyweight)",Silver,Argentina
9729,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"ZIELINSKI, Marian",POL,Men,"56 - 60KG, Total (Featherweight)",Bronze,Poland
9730,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"BERGER, Isaac",USA,Men,"56 - 60KG, Total (Featherweight)",Gold,United States
9731,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"MINAEV, Yevgeni",URS,Men,"56 - 60KG, Total (Featherweight)",Silver,Soviet Union
9732,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"KIM, Chang-Hee",KOR,Men,"60 - 67.5KG, Total (Lightweight)",Bronze,"Korea, South"
9733,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"RYBAK, Igor",URS,Men,"60 - 67.5KG, Total (Lightweight)",Gold,Soviet Union
9734,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"KHABUTDINOV, Ravil",URS,Men,"60 - 67.5KG, Total (Lightweight)",Silver,Soviet Union
9735,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"PIGNATTI, Ermanno",ITA,Men,"67.5 - 75KG, Total (Middleweight)",Bronze,Italy
9736,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"BOGDANOVSKY, Fedor",URS,Men,"67.5 - 75KG, Total (Middleweight)",Gold,Soviet Union
9737,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"GEORGE, Peter T.",USA,Men,"67.5 - 75KG, Total (Middleweight)",Silver,United States
9738,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"GEORGE, James D.",USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze,United States
9739,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"KONO, Thomas Tamio",USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold,United States
9740,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"STEPANOV, Vasili",URS,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver,Soviet Union
9741,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"DEBUF, Jean",FRA,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Bronze,France
9742,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"VOROBYEV, Arkadi",URS,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Gold,Soviet Union
9743,summer,1956,Melbourne / Stockholm,Weightlifting,Weightlifting,"SHEPPARD, David Joseph",USA,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Silver,United States
9744,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"AKBAS, Hüseyin",TUR,Men,- 52KG (Flyweight),Bronze,Turkey
9745,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"TSALKALAMANIDZE, Mirian",URS,Men,- 52KG (Flyweight),Gold,Soviet Union
9746,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KHOJASTEHPOUR, Mohammad Ali",IRI,Men,- 52KG (Flyweight),Silver,Iran
9747,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KANGASNIEMI, Taisto Ilmari",FIN,Men,+ 87KG (Heavyweight),Bronze,Finland
9748,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KAPLAN, Hamit",TUR,Men,+ 87KG (Heavyweight),Gold,Turkey
9749,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"MEKMEDOV, Hussein Alitiev",BUL,Men,+ 87KG (Heavyweight),Silver,Bulgaria
9750,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SHAKHOV, Mikhail",URS,Men,52 - 57KG (Bantamweight),Bronze,Soviet Union
9751,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"DAGISTANLI, Mustafa",TUR,Men,52 - 57KG (Bantamweight),Gold,Turkey
9752,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"YAGHOUBI, Mohammad Mehdi",IRI,Men,52 - 57KG (Bantamweight),Silver,Iran
9753,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"PENTTILÄ, Erkki Eino Antero",FIN,Men,57 - 63KG (Featherweight),Bronze,Finland
9754,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SASAHARA, Shozo",JPN,Men,57 - 63KG (Featherweight),Gold,Japan
9755,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"MEWIS, Joseph",BEL,Men,57 - 63KG (Featherweight),Silver,Belgium
9756,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"BESTAEV, Alimbeg",URS,Men,63 - 67KG (Lightweight),Bronze,Soviet Union
9757,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"HABIBI-GOUDARZI, Emamali",IRI,Men,63 - 67KG (Lightweight),Gold,Iran
9758,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KASAHARA, Shigeru",JPN,Men,63 - 67KG (Lightweight),Silver,Japan
9759,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"BALAVADZE, Vakhtang",URS,Men,67 - 73KG (Welterweight),Bronze,Soviet Union
9760,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"IKEDA, Mitsuo",JPN,Men,67 - 73KG (Welterweight),Gold,Japan
9761,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"ZENGIN, Ibrahim",TUR,Men,67 - 73KG (Welterweight),Silver,Turkey
9762,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SKHIRTLADZE, Georgi",URS,Men,73 - 79KG (Middleweight),Bronze,Soviet Union
9763,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"STANCHEV, Nikola Nikolov",BUL,Men,73 - 79KG (Middleweight),Gold,Bulgaria
9764,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"HODGE, Daniel Allen",USA,Men,73 - 79KG (Middleweight),Silver,United States
9765,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"BLAIR, Peter Steele",USA,Men,79 - 87KG (Light-Heavyweight),Bronze,United States
9766,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"TAKHTI, Gholam Reza",IRI,Men,79 - 87KG (Light-Heavyweight),Gold,Iran
9767,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KULAEV, Boris",URS,Men,79 - 87KG (Light-Heavyweight),Silver,Soviet Union
9768,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"EGRIBAS, Dursan Ali",TUR,Men,- 52KG (Flyweight),Bronze,Turkey
9769,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"SOLOVIEV, Nikolai",URS,Men,- 52KG (Flyweight),Gold,Soviet Union
9770,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"FABRA, Ignazio",ITA,Men,- 52KG (Flyweight),Silver,Italy
9771,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"BULGARELLI, Adelmo",ITA,Men,+ 87KG (Super Heavyweight),Bronze,Italy
9772,summer,1956,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"PARFENOV, Anatoli",URS,Men,+ 87KG (Super Heavyweight),Gold,Soviet Union
