,Season,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
23849,summer,2000,Sydney,Basketball,Basketball,"SMITH, Katie",USA,Women,Basketball,Gold,United States
23850,summer,2000,Sydney,Basketball,Basketball,"STALEY, Dawn",USA,Women,Basketball,Gold,United States
23851,summer,2000,Sydney,Basketball,Basketball,"SWOOPES, Sheryl",USA,Women,Basketball,Gold,United States
23852,summer,2000,Sydney,Basketball,Basketball,"WILLIAMS, Natalie",USA,Women,Basketball,Gold,United States
23853,summer,2000,Sydney,Basketball,Basketball,"WOLTERS, Kara",USA,Women,Basketball,Gold,United States
23854,summer,2000,Sydney,Basketball,Basketball,"BOYD, Carla",AUS,Women,Basketball,Silver,Australia
23855,summer,2000,Sydney,Basketball,Basketball,"BROGAN, Michelle",AUS,Women,Basketball,Silver,Australia
23856,summer,2000,Sydney,Basketball,Basketball,"BRONDELLO, Alexandra",AUS,Women,Basketball,Silver,Australia
23857,summer,2000,Sydney,Basketball,Basketball,"FALLON, Trish",AUS,Women,Basketball,Silver,Australia
23858,summer,2000,Sydney,Basketball,Basketball,"HARROWER, Kristi",AUS,Women,Basketball,Silver,Australia
23859,summer,2000,Sydney,Basketball,Basketball,"HILL, Jo",AUS,Women,Basketball,Silver,Australia
23860,summer,2000,Sydney,Basketball,Basketball,"JACKSON, Lauren",AUS,Women,Basketball,Silver,Australia
23861,summer,2000,Sydney,Basketball,Basketball,"LA FLEUR, Annie",AUS,Women,Basketball,Silver,Australia
23862,summer,2000,Sydney,Basketball,Basketball,"SANDIE, Shelley",AUS,Women,Basketball,Silver,Australia
23863,summer,2000,Sydney,Basketball,Basketball,"SPORN, Rachael",AUS,Women,Basketball,Silver,Australia
23864,summer,2000,Sydney,Basketball,Basketball,"TIMMS, Michelle",AUS,Women,Basketball,Silver,Australia
23865,summer,2000,Sydney,Basketball,Basketball,"WHITTLE, Jennifer",AUS,Women,Basketball,Silver,Australia
23866,summer,2000,Sydney,Boxing,Boxing,"KIM, Un Chol",PRK,Men,- 48KG (Light-Flyweight),Bronze,"Korea, North"
23867,summer,2000,Sydney,Boxing,Boxing,"ROMERO, Maikro",CUB,Men,- 48KG (Light-Flyweight),Bronze,Cuba
23868,summer,2000,Sydney,Boxing,Boxing,"ASLOUM, Brahim",FRA,Men,- 48KG (Light-Flyweight),Gold,France
23869,summer,2000,Sydney,Boxing,Boxing,"LOZANO MUÑOZ, Rafael",ESP,Men,- 48KG (Light-Flyweight),Silver,Spain
23870,summer,2000,Sydney,Boxing,Boxing,"SAIDOV, Rustam",UZB,Men,+ 91KG (Super Heavyweight),Bronze,Uzbekistan
23871,summer,2000,Sydney,Boxing,Boxing,"VIDOZ, Paolo",ITA,Men,+ 91KG (Super Heavyweight),Bronze,Italy
23872,summer,2000,Sydney,Boxing,Boxing,"HARRISON, Audley",GBR,Men,+ 91KG (Super Heavyweight),Gold,United Kingdom
23873,summer,2000,Sydney,Boxing,Boxing,"DILDABEKOV, Mukhtarkhan",KAZ,Men,+ 91KG (Super Heavyweight),Silver,Kazakhstan
23874,summer,2000,Sydney,Boxing,Boxing,"SYDORENKO, Volodymyr",UKR,Men,48 - 51KG (Flyweight),Bronze,Ukraine
23875,summer,2000,Sydney,Boxing,Boxing,"THOMAS, Jerome",FRA,Men,48 - 51KG (Flyweight),Bronze,France
23876,summer,2000,Sydney,Boxing,Boxing,"PONLID, Wijan",THA,Men,48 - 51KG (Flyweight),Gold,Thailand
23877,summer,2000,Sydney,Boxing,Boxing,"JUMADILOV, Bulat",KAZ,Men,48 - 51KG (Flyweight),Silver,Kazakhstan
23878,summer,2000,Sydney,Boxing,Boxing,"DANYLCHENKO, Sergiy",UKR,Men,51 - 54KG (Bantamweight),Bronze,Ukraine
23879,summer,2000,Sydney,Boxing,Boxing,"VINSON, Clarence",USA,Men,51 - 54KG (Bantamweight),Bronze,United States
23880,summer,2000,Sydney,Boxing,Boxing,"RIGONDEAUX ORTIZ, Guillermo",CUB,Men,51 - 54KG (Bantamweight),Gold,Cuba
23881,summer,2000,Sydney,Boxing,Boxing,"MALAKHBEKOV, Raimkul",RUS,Men,51 - 54KG (Bantamweight),Silver,Russia
23882,summer,2000,Sydney,Boxing,Boxing,"DJAMALOUDINOV, Kamil",RUS,Men,54 - 57KG (Featherweight),Bronze,Russia
23883,summer,2000,Sydney,Boxing,Boxing,"TAMSAMANI, Tahar",MAR,Men,54 - 57KG (Featherweight),Bronze,Morocco
23884,summer,2000,Sydney,Boxing,Boxing,"SATTARKHANOV, Bekzat",KAZ,Men,54 - 57KG (Featherweight),Gold,Kazakhstan
23885,summer,2000,Sydney,Boxing,Boxing,"JUAREZ, Ricardo",USA,Men,54 - 57KG (Featherweight),Silver,United States
23886,summer,2000,Sydney,Boxing,Boxing,"BEJARANO, Cristian",MEX,Men,57 - 60KG (Lightweight),Bronze,Mexico
23887,summer,2000,Sydney,Boxing,Boxing,"MALETINE, Alexandre",RUS,Men,57 - 60KG (Lightweight),Bronze,Russia
23888,summer,2000,Sydney,Boxing,Boxing,"KINDELAN, Mario",CUB,Men,57 - 60KG (Lightweight),Gold,Cuba
23889,summer,2000,Sydney,Boxing,Boxing,"KOTELNYK, Andriy",UKR,Men,57 - 60KG (Lightweight),Silver,Ukraine
23890,summer,2000,Sydney,Boxing,Boxing,"ALLALOU, Mohamed",ALG,Men,60 - 63.5KG (Light-Welterweight),Bronze,Algeria
23891,summer,2000,Sydney,Boxing,Boxing,"LUNA, Diogenes",CUB,Men,60 - 63.5KG (Light-Welterweight),Bronze,Cuba
23892,summer,2000,Sydney,Boxing,Boxing,"ABDOOLLAYEV, Mahammatkodir",UZB,Men,60 - 63.5KG (Light-Welterweight),Gold,Uzbekistan
23893,summer,2000,Sydney,Boxing,Boxing,"WILLIAMS JR, Ricardo",USA,Men,60 - 63.5KG (Light-Welterweight),Silver,United States
23894,summer,2000,Sydney,Boxing,Boxing,"GRUSAC, Vitalie",MDA,Men,63.5 - 67KG (Welterweight),Bronze,Moldova
23895,summer,2000,Sydney,Boxing,Boxing,"SIMION, Dorel",ROU,Men,63.5 - 67KG (Welterweight),Bronze,Romania
23896,summer,2000,Sydney,Boxing,Boxing,"SAITOV, Oleg",RUS,Men,63.5 - 67KG (Welterweight),Gold,Russia
23897,summer,2000,Sydney,Boxing,Boxing,"DOTSENKO, Sergey",UKR,Men,63.5 - 67KG (Welterweight),Silver,Ukraine
23898,summer,2000,Sydney,Boxing,Boxing,"TAYLOR, Jermain",USA,Men,67 - 71KG (Light-Middleweight),Bronze,United States
23899,summer,2000,Sydney,Boxing,Boxing,"THONGBURAN, Pornchai",THA,Men,67 - 71KG (Light-Middleweight),Bronze,Thailand
23900,summer,2000,Sydney,Boxing,Boxing,"IBRAIMOV, Yermakhan",KAZ,Men,67 - 71KG (Light-Middleweight),Gold,Kazakhstan
23901,summer,2000,Sydney,Boxing,Boxing,"SIMION, Marian",ROU,Men,67 - 71KG (Light-Middleweight),Silver,Romania
23902,summer,2000,Sydney,Boxing,Boxing,"ALAKPAROV, Vugar",AZE,Men,71-75KG,Bronze,Azerbaijan
23903,summer,2000,Sydney,Boxing,Boxing,"ERDEI, Zsolt",HUN,Men,71-75KG,Bronze,Hungary
23904,summer,2000,Sydney,Boxing,Boxing,"GUTIERREZ, Jorge",CUB,Men,71-75KG,Gold,Cuba
23905,summer,2000,Sydney,Boxing,Boxing,"GAIDARBEKOV, Gaidarbek",RUS,Men,71-75KG,Silver,Russia
23906,summer,2000,Sydney,Boxing,Boxing,"FEDCHUK, Andriy",UKR,Men,75 - 81KG (Light-Heavyweight),Bronze,Ukraine
23907,summer,2000,Sydney,Boxing,Boxing,"MIHAYLOV, Sergey",UZB,Men,75 - 81KG (Light-Heavyweight),Bronze,Uzbekistan
23908,summer,2000,Sydney,Boxing,Boxing,"LEBZIAK, Alexandre",RUS,Men,75 - 81KG (Light-Heavyweight),Gold,Russia
23909,summer,2000,Sydney,Boxing,Boxing,"KRAJ, Rudolf",CZE,Men,75 - 81KG (Light-Heavyweight),Silver,Czech Republic
23910,summer,2000,Sydney,Boxing,Boxing,"KOEBER, Sebastian",GER,Men,81 - 91KG (Heavyweight),Bronze,Germany
23911,summer,2000,Sydney,Boxing,Boxing,"TCHANTURIA, Vladimer",GEO,Men,81 - 91KG (Heavyweight),Bronze,Georgia
23912,summer,2000,Sydney,Boxing,Boxing,"SAVON, Felix",CUB,Men,81 - 91KG (Heavyweight),Gold,Cuba
23913,summer,2000,Sydney,Boxing,Boxing,"IBRAGUIMOV, Soultanakhmed",RUS,Men,81 - 91KG (Heavyweight),Silver,Russia
23914,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"GILES, Stephen Cory",CAN,Men,C-1 1000M (Canoe Single),Bronze,Canada
23915,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 1000M (Canoe Single),Gold,Germany
23916,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BALCEIRO, Ledys Frank",CUB,Men,C-1 1000M (Canoe Single),Silver,Cuba
23917,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 500M (Canoe Single),Bronze,Germany
23918,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",HUN,Men,C-1 500M (Canoe Single),Gold,Hungary
23919,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"OPALEV, Maxim",RUS,Men,C-1 500M (Canoe Single),Silver,Russia
23920,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOBER, Lars",GER,Men,C-2 1000M (Canoe Double),Bronze,Germany
23921,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"UTESS, Stefan",GER,Men,C-2 1000M (Canoe Double),Bronze,Germany
23922,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"POPESCU, Florin",ROU,Men,C-2 1000M (Canoe Double),Gold,Romania
23923,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"PRICOP, Mitica",ROU,Men,C-2 1000M (Canoe Double),Gold,Romania
23924,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"PEREIRA, Leobaldo",CUB,Men,C-2 1000M (Canoe Double),Silver,Cuba
23925,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"ROJAS, Ibrahin",CUB,Men,C-2 1000M (Canoe Double),Silver,Cuba
23926,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"POPESCU, Florin",ROU,Men,C-2 500M (Canoe Double),Bronze,Romania
23927,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"PRICOP, Mitica",ROU,Men,C-2 500M (Canoe Double),Bronze,Romania
23928,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"NOVAK, Ferenc",HUN,Men,C-2 500M (Canoe Double),Gold,Hungary
23929,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"PULAI, Imre",HUN,Men,C-2 500M (Canoe Double),Gold,Hungary
23930,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BARASZKIEWICZ, Pawel",POL,Men,C-2 500M (Canoe Double),Silver,Poland
23931,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"JEDRASZKO, Daniel",POL,Men,C-2 500M (Canoe Double),Silver,Poland
23932,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BRABANTS, Tim",GBR,Men,K-1 1000M (Kayak Single),Bronze,United Kingdom
23933,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"HOLMANN, Knut",NOR,Men,K-1 1000M (Kayak Single),Gold,Norway
23934,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"MERKOV, Petar",BUL,Men,K-1 1000M (Kayak Single),Silver,Bulgaria
23935,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOLGANOV, Michael",ISR,Men,K-1 500M (Kayak Single),Bronze,Israel
23936,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"HOLMANN, Knut",NOR,Men,K-1 500M (Kayak Single),Gold,Norway
23937,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"MERKOV, Petar",BUL,Men,K-1 500M (Kayak Single),Silver,Bulgaria
23938,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BORCHERT, Katrin",AUS,Women,K-1 500M (Kayak Single),Bronze,Australia
23939,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"IDEM, Josefa",ITA,Women,K-1 500M (Kayak Single),Gold,Italy
23940,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BRUNET, Caroline",CAN,Women,K-1 500M (Kayak Single),Silver,Canada
23941,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BARTFAI, Krisztian",HUN,Men,K-2 1000M (Kayak Double),Bronze,Hungary
23942,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"VEREB, Krisztian",HUN,Men,K-2 1000M (Kayak Double),Bronze,Hungary
23943,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BONOMI, Beniamino",ITA,Men,K-2 1000M (Kayak Double),Gold,Italy
23944,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"ROSSI, Antonio",ITA,Men,K-2 1000M (Kayak Double),Gold,Italy
23945,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"NILSSON, Henrik",SWE,Men,K-2 1000M (Kayak Double),Silver,Sweden
23946,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"OSCARSSON, Markus",SWE,Men,K-2 1000M (Kayak Double),Silver,Sweden
23947,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"RAUHE, Ronald",GER,Men,K-2 500M (Kayak Double),Bronze,Germany
23948,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"WIESKOETTER, Tim",GER,Men,K-2 500M (Kayak Double),Bronze,Germany
23949,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KAMMERER, Zoltan",HUN,Men,K-2 500M (Kayak Double),Gold,Hungary
23950,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"STORCZ, Botond",HUN,Men,K-2 500M (Kayak Double),Gold,Hungary
23951,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"COLLINS, Daniel",AUS,Men,K-2 500M (Kayak Double),Silver,Australia
23952,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"TRIM, Andrew Lawrence",AUS,Men,K-2 500M (Kayak Double),Silver,Australia
23953,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"PASTUSZKA, Aneta",POL,Women,K-2 500M (Kayak Double),Bronze,Poland
23954,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"SOKOLOWSKA KULESZA, Beata",POL,Women,K-2 500M (Kayak Double),Bronze,Poland
23955,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GER,Women,K-2 500M (Kayak Double),Gold,Germany
23956,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"WAGNER-AUGUSTIN, Katrin",GER,Women,K-2 500M (Kayak Double),Gold,Germany
23957,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",HUN,Women,K-2 500M (Kayak Double),Silver,Hungary
23958,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"SZABO, Szilvia",HUN,Women,K-2 500M (Kayak Double),Silver,Hungary
23959,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BIALKOWSKI, Dariusz",POL,Men,K-4 1000M (Kayak Four),Bronze,Poland
23960,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOTOWICZ, Grzegorz",POL,Men,K-4 1000M (Kayak Four),Bronze,Poland
23961,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"SEROCZYNSKI, Adam",POL,Men,K-4 1000M (Kayak Four),Bronze,Poland
23962,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"WITKOWSKI, Marek",POL,Men,K-4 1000M (Kayak Four),Bronze,Poland
23963,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"HORVATH, Gabor",HUN,Men,K-4 1000M (Kayak Four),Gold,Hungary
23964,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KAMMERER, Zoltan",HUN,Men,K-4 1000M (Kayak Four),Gold,Hungary
23965,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"STORCZ, Botond",HUN,Men,K-4 1000M (Kayak Four),Gold,Hungary
23966,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"VERECKEI, Akos",HUN,Men,K-4 1000M (Kayak Four),Gold,Hungary
23967,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BACH, Bjoern",GER,Men,K-4 1000M (Kayak Four),Silver,Germany
23968,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"SCHAEFER, Jan",GER,Men,K-4 1000M (Kayak Four),Silver,Germany
23969,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"ULM, Stefan",GER,Men,K-4 1000M (Kayak Four),Silver,Germany
23970,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"ZABEL, Mark",GER,Men,K-4 1000M (Kayak Four),Silver,Germany
23971,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"IONITA, Raluca",ROU,Women,K-4 500M (Kayak Four),Bronze,Romania
23972,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"LIMBAU, Mariana",ROU,Women,K-4 500M (Kayak Four),Bronze,Romania
23973,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"RADU, Elena",ROU,Women,K-4 500M (Kayak Four),Bronze,Romania
23974,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"TOMA, Sanda",ROU,Women,K-4 500M (Kayak Four),Bronze,Romania
23975,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GER,Women,K-4 500M (Kayak Four),Gold,Germany
23976,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"MUCKE, Manuela",GER,Women,K-4 500M (Kayak Four),Gold,Germany
23977,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"SCHUCK, Anett",GER,Women,K-4 500M (Kayak Four),Gold,Germany
23978,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"WAGNER-AUGUSTIN, Katrin",GER,Women,K-4 500M (Kayak Four),Gold,Germany
23979,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOBAN, Rita",HUN,Women,K-4 500M (Kayak Four),Silver,Hungary
23980,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",HUN,Women,K-4 500M (Kayak Four),Silver,Hungary
23981,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"SZABO, Szilvia",HUN,Women,K-4 500M (Kayak Four),Silver,Hungary
23982,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"VISKI, Erzsebet",HUN,Women,K-4 500M (Kayak Four),Silver,Hungary
23983,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"MINCIK, Juraj",SVK,Men,C-1 (Canoe Single),Bronze,Slovakia
23984,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"ESTANGUET, Tony",FRA,Men,C-1 (Canoe Single),Gold,France
23985,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"MARTIKAN, Michal",SVK,Men,C-1 (Canoe Single),Silver,Slovakia
23986,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"JIRAS, Marek",CZE,Men,C-2 (Canoe Double),Bronze,Czech Republic
23987,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"MADER, Tomas",CZE,Men,C-2 (Canoe Double),Bronze,Czech Republic
23988,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"HOCHSCHORNER, Pavol",SVK,Men,C-2 (Canoe Double),Gold,Slovakia
23989,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"HOCHSCHORNER, Peter",SVK,Men,C-2 (Canoe Double),Gold,Slovakia
23990,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"KOLOMANSKI, Krzysztof",POL,Men,C-2 (Canoe Double),Silver,Poland
23991,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"STANISZEWSKI, Michal",POL,Men,C-2 (Canoe Double),Silver,Poland
23992,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"FERRAZZI, Pierpaolo",ITA,Men,K-1 (Kayak Single),Bronze,Italy
23993,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"SCHMIDT, Thomas",GER,Men,K-1 (Kayak Single),Gold,Germany
23994,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"RATCLIFFE, Paul",GBR,Men,K-1 (Kayak Single),Silver,United Kingdom
23995,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"BARDET, Anne-Lise",FRA,Women,K-1 (Kayak Single),Bronze,France
23996,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"HILGERTOVA, Stepanka",CZE,Women,K-1 (Kayak Single),Gold,Czech Republic
23997,summer,2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"GUIBAL, Brigitte",FRA,Women,K-1 (Kayak Single),Silver,France
23998,summer,2000,Sydney,Cycling,Cycling Road,"KLODEN, Andreas",GER,Men,Individual Road Race,Bronze,Germany
23999,summer,2000,Sydney,Cycling,Cycling Road,"ULLRICH, Jan",GER,Men,Individual Road Race,Gold,Germany
24000,summer,2000,Sydney,Cycling,Cycling Road,"VINOKUROV, Alexandr",KAZ,Men,Individual Road Race,Silver,Kazakhstan
24001,summer,2000,Sydney,Cycling,Cycling Road,"ZILIUTE, Diana",LTU,Women,Individual Road Race,Bronze,Lithuania
24002,summer,2000,Sydney,Cycling,Cycling Road,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,Individual Road Race,Gold,Netherlands
24003,summer,2000,Sydney,Cycling,Cycling Road,"KUPFERNAGEL, Hanka",GER,Women,Individual Road Race,Silver,Germany
24004,summer,2000,Sydney,Cycling,Cycling Road,"ARMSTRONG, Lance E.",USA,Men,Individual Time Trial,Bronze,United States
24005,summer,2000,Sydney,Cycling,Cycling Road,"EKIMOV, Vyacheslav",RUS,Men,Individual Time Trial,Gold,Russia
24006,summer,2000,Sydney,Cycling,Cycling Road,"ULLRICH, Jan",GER,Men,Individual Time Trial,Silver,Germany
24007,summer,2000,Sydney,Cycling,Cycling Road,"LONGO-CIPRELLI, Jeannie",FRA,Women,Individual Time Trial,Bronze,France
24008,summer,2000,Sydney,Cycling,Cycling Road,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,Individual Time Trial,Gold,Netherlands
24009,summer,2000,Sydney,Cycling,Cycling Road,"HOLDEN, Mari",USA,Women,Individual Time Trial,Silver,United States
24010,summer,2000,Sydney,Cycling,Cycling Track,"KELLY, Shane",AUS,Men,1KM Time Trial,Bronze,Australia
24011,summer,2000,Sydney,Cycling,Cycling Track,"QUEALLY, Jason",GBR,Men,1KM Time Trial,Gold,United Kingdom
24012,summer,2000,Sydney,Cycling,Cycling Track,"NIMKE, Stefan",GER,Men,1KM Time Trial,Silver,Germany
24013,summer,2000,Sydney,Cycling,Cycling Track,"JIANG, Cuihua",CHN,Women,500M Time Trial,Bronze,China
24014,summer,2000,Sydney,Cycling,Cycling Track,"BALLANGER, Felicia",FRA,Women,500M Time Trial,Gold,France
24015,summer,2000,Sydney,Cycling,Cycling Track,"FERRIS, Michelle",AUS,Women,500M Time Trial,Silver,Australia
24016,summer,2000,Sydney,Cycling,Cycling Track,"MCGEE, Bradley",AUS,Men,Individual Pursuit,Bronze,Australia
24017,summer,2000,Sydney,Cycling,Cycling Track,"BARTKO, Robert",GER,Men,Individual Pursuit,Gold,Germany
24018,summer,2000,Sydney,Cycling,Cycling Track,"LEHMANN, Jens",GER,Men,Individual Pursuit,Silver,Germany
24019,summer,2000,Sydney,Cycling,Cycling Track,"MCGREGOR, Yvonne",GBR,Women,Individual Pursuit,Bronze,United Kingdom
24020,summer,2000,Sydney,Cycling,Cycling Track,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,Individual Pursuit,Gold,Netherlands
24021,summer,2000,Sydney,Cycling,Cycling Track,"CLIGNET, Marion",FRA,Women,Individual Pursuit,Silver,France
24022,summer,2000,Sydney,Cycling,Cycling Track,"FIEDLER, Jens",GER,Men,Keirin,Bronze,Germany
24023,summer,2000,Sydney,Cycling,Cycling Track,"ROUSSEAU, Florian",FRA,Men,Keirin,Gold,France
24024,summer,2000,Sydney,Cycling,Cycling Track,"NEIWAND, Garry Malcolm",AUS,Men,Keirin,Silver,Australia
24025,summer,2000,Sydney,Cycling,Cycling Track,"MARTINELLO, Silvio",ITA,Men,Madison,Bronze,Italy
24026,summer,2000,Sydney,Cycling,Cycling Track,"VILLA, Marco",ITA,Men,Madison,Bronze,Italy
24027,summer,2000,Sydney,Cycling,Cycling Track,"AITKEN, Brett",AUS,Men,Madison,Gold,Australia
24028,summer,2000,Sydney,Cycling,Cycling Track,"MCGRORY, Scott",AUS,Men,Madison,Gold,Australia
24029,summer,2000,Sydney,Cycling,Cycling Track,"DE WILDE, Etienne",BEL,Men,Madison,Silver,Belgium
24030,summer,2000,Sydney,Cycling,Cycling Track,"GILMORE, Matthew",BEL,Men,Madison,Silver,Belgium
24031,summer,2000,Sydney,Cycling,Cycling Track,"EADIE, Sean",AUS,Men,Olympic Sprint,Bronze,Australia
24032,summer,2000,Sydney,Cycling,Cycling Track,"HILL, Darryn",AUS,Men,Olympic Sprint,Bronze,Australia
24033,summer,2000,Sydney,Cycling,Cycling Track,"NEIWAND, Garry Malcolm",AUS,Men,Olympic Sprint,Bronze,Australia
24034,summer,2000,Sydney,Cycling,Cycling Track,"GANE, Laurent",FRA,Men,Olympic Sprint,Gold,France
24035,summer,2000,Sydney,Cycling,Cycling Track,"ROUSSEAU, Florian",FRA,Men,Olympic Sprint,Gold,France
24036,summer,2000,Sydney,Cycling,Cycling Track,"TOURNANT, Arnaud",FRA,Men,Olympic Sprint,Gold,France
24037,summer,2000,Sydney,Cycling,Cycling Track,"HOY, Chris",GBR,Men,Olympic Sprint,Silver,United Kingdom
24038,summer,2000,Sydney,Cycling,Cycling Track,"MACLEAN, Craig",GBR,Men,Olympic Sprint,Silver,United Kingdom
24039,summer,2000,Sydney,Cycling,Cycling Track,"QUEALLY, Jason",GBR,Men,Olympic Sprint,Silver,United Kingdom
24040,summer,2000,Sydney,Cycling,Cycling Track,"MARKOV, Alexei",RUS,Men,Points Race,Bronze,Russia
24041,summer,2000,Sydney,Cycling,Cycling Track,"LLANERAS, Joan",ESP,Men,Points Race,Gold,Spain
24042,summer,2000,Sydney,Cycling,Cycling Track,"WYNANTS, Milton Ariel",URU,Men,Points Race,Silver,Uruguay
24043,summer,2000,Sydney,Cycling,Cycling Track,"SLIOUSSAREVA, Olga",RUS,Women,Points Race,Bronze,Russia
24044,summer,2000,Sydney,Cycling,Cycling Track,"BELLUTTI, Antonella",ITA,Women,Points Race,Gold,Italy
24045,summer,2000,Sydney,Cycling,Cycling Track,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,Points Race,Silver,Netherlands
24046,summer,2000,Sydney,Cycling,Cycling Track,"YANOVYCH, Iryna",UKR,Women,Sprint,Bronze,Ukraine
